Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
Kick-n-chicken,1551 Savannah Road,Lewes,19958.0,11/28/2022,Routine,2-402.11,Effectiveness-Hair Restraints,"1551 Savannah Road
Lewes, DE 19958
(38.751997002, -75.164617987)"
Kid Shelleen's,1801 W 14th St,Wilmington,19806.0,02/17/2022,Routine,6-301.12,Hand Drying Provision,"1801 W 14th St
Wilmington, DE 19806
(39.757440989, -75.565246975)"
Kidd's Chicken & Waffles,301 North Pine Street,Wilmington,19801.0,05/26/2022,Routine,2-102.12,Certified Food Protection Manager,"301 North Pine Street
Wilmington, DE 19801
(39.737440008, -75.54563198)"
Kiku Japanese Steakhouse,417 South Ridge Ave,Middletown,19709.0,05/17/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"417 South Ridge Ave
Middletown, DE 19709
(39.448250015, -75.73306198)"
Killens Pond Concession,5025 Killens Pond Road,Felton,19943.0,06/06/2022,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"5025 Killens Pond Road
Felton, DE 19943
(38.989011994, -75.545585964)"
Kim's Egg Rolls,Rt 13 Outlet,Laurel,19956.0,11/04/2022,Routine,2-102.12,Certified Food Protection Manager,"Rt 13 Outlet
Laurel, DE 19956
(38.582525104, -75.582141815)"
Kim's Market,3010 N Market St Unit A,Wilmington,19802.0,05/24/2023,Routine,2-102.12,Certified Food Protection Manager,"3010 N Market St Unit A
Wilmington, DE 19802
(39.75628701, -75.531044032)"
King Buffet,293 N Dupont Hwy,Dover,19901.0,01/06/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"293 N Dupont Hwy
Dover, DE 19901
(39.171830983, -75.519119015)"
King Garden,1502 Beaver Brook Plaza,New Castle,19720.0,11/28/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","1502 Beaver Brook Plaza
New Castle, DE 19720
(39.642979018, -75.624804001)"
King Garden (new),2511 W 4th St,Wilmington,19805.0,03/14/2023,Routine,6-301.12,Hand Drying Provision,"2511 W 4th St
Wilmington, DE 19805
(39.752082983, -75.57890998)"
King Garden Chinese Restaurant,729 Philadelphia Pike,Wilmington,19809.0,02/22/2022,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","729 Philadelphia Pike
Wilmington, DE 19809
(39.77138001, -75.49954199)"
King Salty Barge Inc,703 Concord Avenue,Wilmington,19802.0,09/06/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","703 Concord Avenue
Wilmington, DE 19802
(39.760576994, -75.541888036)"
King Taco,2112 BARR RD,Wilmington,19808.0,09/28/2023,Routine,7-102.11,Common Name-Working Containers,"2112 BARR RD
Wilmington, DE 19808
(39.719055979, -75.657291001)"
King Taco Company LLC,1815 Lancaster Ave,Wilmington,19805.0,02/08/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","1815 Lancaster Ave
Wilmington, DE 19805
(39.746394018, -75.572948016)"
Kings Cafe' - Delaware Park,777 Delaware Park Boulevard,Wilmington,19804.0,03/09/2022,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","777 Delaware Park Boulevard
Wilmington, DE 19804
(39.704337986, -75.670011964)"
Kings Creek CC Snack Bar,1 Kings Creek Circle,Wyoming,19971.0,05/31/2022,Routine,4-903.11,"Equipment, Utensils, Linens and Single-Service and Single-Use Articles Storing","1 Kings Creek Circle
Wyoming, DE 19971
(38.710408315, -75.117603333)"
Kings Creek Country Club,1 Kings Creek Circle,Rehoboth Beach,19971.0,05/31/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"1 Kings Creek Circle
Rehoboth Beach, DE 19971
(38.710408315, -75.117603333)"
King's Homemade Ice Cream,201 2nd St,Lewes,19958.0,05/09/2023,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"201 2nd St
Lewes, DE 19958
(38.775786016, -75.140115002)"
Kirkwood Diner,3611 Kirkwood Highway,Wilmington,19808.0,02/01/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"3611 Kirkwood Highway
Wilmington, DE 19808
(39.73463601, -75.637349028)"
Kirkwood Exxon,2007 Newport Gap Parkway,Wilmington,19808.0,02/18/2022,Routine,2-102.12,Certified Food Protection Manager,"2007 Newport Gap Parkway
Wilmington, DE 19808
(39.735915004, -75.629895001)"
Kirkwood Shell,3625 Kirkwood Highway,Wilmington,19808.0,02/14/2022,Routine,2-102.12,Certified Food Protection Manager,"3625 Kirkwood Highway
Wilmington, DE 19808
(39.733903012, -75.63913496)"
Kiwi's Tiki Hut,101 N Boardwalk,Rehoboth Beach,19971.0,06/10/2022,Routine,2-402.11,Effectiveness-Hair Restraints,"101 N Boardwalk
Rehoboth Beach, DE 19971
(38.717921003, -75.076814031)"
Klondike Kates,158 E Main St,Newark,19711.0,04/25/2022,Routine,2-301.14,When to Wash,"158 E Main St
Newark, DE 19711
(39.683707985, -75.746907962)"
KNF Market Store,330 New Castle Avenue,Wilmington,19801.0,01/04/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","330 New Castle Avenue
Wilmington, DE 19801
(39.730429007, -75.542361026)"
Kohr Bros,101 Garfield Pky,Bethany Beach,19930.0,04/01/2022,Routine,3-304.14,"Wiping Cloths, Use Limitation","101 Garfield Pky
Bethany Beach, DE 19930
(38.538733012, -75.055509999)"
Kohr Bros Frozen Custard,46 A Rehoboth Ave,Rehoboth Beach,19971.0,08/28/2023,Routine,2-102.12,Certified Food Protection Manager,"46 A Rehoboth Ave
Rehoboth Beach, DE 19971
(38.716128994, -75.077711984)"
Kong Pao Palace,259 S Main St,Newark,19711.0,11/08/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","259 S Main St
Newark, DE 19711
(39.67646799, -75.762559993)"
Korean Bbq Restaurant,3 Liberty Plaza,Newark,19711.0,12/07/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","3 Liberty Plaza
Newark, DE 19711
(39.69367302, -75.719373997)"
Kozy Korner,906 Union Street,Wilmington,19805.0,03/25/2022,Routine,2-102.12,Certified Food Protection Manager,"906 Union Street
Wilmington, DE 19805
(39.753598012, -75.56967899)"
K-pot Korean BBQ & Hot Pot,40 Geoffrey Drive,Newark,19713.0,03/15/2023,Follow-up,4-302.14,"Sanitizing Solutions, Testing Devices","40 Geoffrey Drive
Newark, DE 19713
(39.687910001, -75.653786024)"
Krazy Kats Cafe,528 Montchanin Rd,Wilmington,19710.0,02/03/2023,Routine,4-903.11,"Equipment, Utensils, Linens and Single-Service and Single-Use Articles Storing","528 Montchanin Rd
Wilmington, DE 19710
(39.789445382, -75.589322236)"
Krispy Kreme Doughnut Corporation,114 N Dupont Highway,New Castle,19720.0,09/07/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"114 N Dupont Highway
New Castle, DE 19720
(39.667894016, -75.601010963)"
Krispy Krunchy Chicken,4101 Concord Pike,Wilmington,19803.0,04/25/2022,Routine,2-102.12,Certified Food Protection Manager,"4101 Concord Pike
Wilmington, DE 19803
(39.809588999, -75.548679976)"
Krispy Krunchy Chicken & Pizza,1504 Philadelphia Pike,Wilmington,19809.0,12/27/2021,Routine,2-102.12,Certified Food Protection Manager,"1504 Philadelphia Pike
Wilmington, DE 19809
(39.783917996, -75.479011021)"
Kristina's Kitchen,35581 Atlantic Avenue,Millville,19967.0,05/10/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","35581 Atlantic Avenue
Millville, DE 19967
(38.548048995, -75.109662039)"
Krys' Soul Kreations,8 Spinet Road,Newark,19713.0,10/04/2023,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","8 Spinet Road
Newark, DE 19713
(39.671768006, -75.688200023)"
K's Kitchen,150 South Dupont Highway,New Castle,19720.0,03/03/2022,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","150 South Dupont Highway
New Castle, DE 19720
(39.659849987, -75.60959596)"
Kukurrukoo Mexican Restaurant,101 West Market Street,Newport,19804.0,05/17/2022,Routine,2-102.12,Certified Food Protection Manager,"101 West Market Street
Newport, DE 19804
(39.713756018, -75.611066984)"
Kungfu Hot Pot,230 E Main st,Newark,19711.0,02/15/2023,Routine,6-301.11,"Handwashing Cleanser, Availability","230 E Main st
Newark, DE 19711
(39.684936018, -75.744428009)"
Kyoto Japanese Restaurant,4563 New Linden Hill Road,Wilmington,19808.0,03/27/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"4563 New Linden Hill Road
Wilmington, DE 19808
(39.73538493, -75.690291716)"
L&g Southern Soul Food,317 S Dupont Hwy,New Castle,19720.0,03/01/2022,Routine,2-102.12,Certified Food Protection Manager,"317 S Dupont Hwy
New Castle, DE 19720
(39.649783992, -75.621733039)"
La Baguette,323 S Governors Ave,Dover,19904.0,02/15/2023,Routine,7-202.12,Conditions of Use,"323 S Governors Ave
Dover, DE 19904
(39.156023007, -75.525954038)"
La Banca,1 West Main Street,Middletown,19709.0,05/25/2022,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","1 West Main Street
Middletown, DE 19709
(39.449863992, -75.716966966)"
La Botana Mexican Snacks,11290 Trussum Pond Rd,Laurel,19956.0,07/01/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"11290 Trussum Pond Rd
Laurel, DE 19956
(38.545984993, -75.55369403)"
La Cabana Restaurant,1956 Maryland Avenue,Wilmington,19805.0,02/15/2022,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","1956 Maryland Avenue
Wilmington, DE 19805
(39.732018006, -75.575483039)"
La Casa Del Machete,1639 Pulaski Hwy,Bear,19709.0,11/17/2022,Routine,2-102.12,Certified Food Protection Manager,"1639 Pulaski Hwy
Bear, DE 19709
(39.620177015, -75.693984961)"
La Casa Pasta Restaurant,130 Four Seasons Pkwy,Newark,19702.0,12/27/2021,Follow-up,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","130 Four Seasons Pkwy
Newark, DE 19702
(39.624901013, -75.745036032)"
La Casita,1005 Norman Eskridge Highway,Seaford,19973.0,09/19/2023,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","1005 Norman Eskridge Highway
Seaford, DE 19973
(38.651207005, -75.599280016)"
La Consentida,1511 Dupont Hwy,New Castle,19720.0,02/23/2022,Routine,2-401.11,"Eating, Drinking, or Using Tobacco","1511 Dupont Hwy
New Castle, DE 19720
(39.692066, -75.581167981)"
La Dama Restaurant & Bar LLC,32175 Dupont Blvd #5-7,Dagsboro,19939.0,11/16/2023,Routine,6-301.11,"Handwashing Cleanser, Availability","32175 Dupont Blvd #5-7
Dagsboro, DE 19939
(38.546803989, -75.260938041)"
La Delicia,585 Forest Ave,Dover,19904.0,04/12/2022,Routine,2-201.11,"Responsibility of Permit Holder, Person in Charge, and Conditional Employees","585 Forest Ave
Dover, DE 19904
(39.158050003, -75.531811982)"
La Dolce Vita,32369 Long Neck Rd Ut 14,Millsboro,19966.0,07/26/2022,Routine,7-203.11,Poisonous or Toxic Material Containers-Container Prohibitions,"32369 Long Neck Rd Ut 14
Millsboro, DE 19966
(38.632674994, -75.181243995)"
La Fable,26 Baltimore Ave,Rehoboth Beach,19971.0,03/09/2023,Routine,5-202.13,"Backflow Prevention, Air Gap","26 Baltimore Ave
Rehoboth Beach, DE 19971
(38.717099996, -75.078798027)"
La Fia Bakery Market Bistro,421 N Market St,Wilmington,19801.0,09/01/2022,Routine,2-102.11,Demonstration of Knowledge,"421 N Market St
Wilmington, DE 19801
(39.74115998, -75.551175017)"
La Flor,1100 W 2nd St,Wilmington,19805.0,01/25/2022,Follow-up,6-301.11,"Handwashing Cleanser, Availability","1100 W 2nd St
Wilmington, DE 19805
(39.743020008, -75.563211011)"
La Flor de Mexico,853 Norman Eskridge Highway,Seaford,19973.0,04/25/2022,Follow-up,3-301.11,Preventing Contamination from Hands,"853 Norman Eskridge Highway
Seaford, DE 19973
(38.64985601, -75.601637007)"
La Flor Taqueria,851 Norman Eskridge Hwy,Seaford,19973.0,04/25/2022,Routine,6-301.12,Hand Drying Provision,"851 Norman Eskridge Hwy
Seaford, DE 19973
(38.64985601, -75.601637007)"
La Guerrerense Ice Cream,2307 W Newport Pike,Wilmington,19804.0,01/06/2022,Routine,2-103.11,Person-In-Charge-Duties,"2307 W Newport Pike
Wilmington, DE 19804
(39.715060997, -75.642804976)"
La Hacienda Downtown Dover,33 West Loockerman Street,Dover,19904.0,02/28/2023,Routine,2-102.12,Certified Food Protection Manager,"33 West Loockerman Street
Dover, DE 19904
(39.158067018, -75.525588)"
La Hacienda Mexican Rest And Bar,1171 South Bay Road,Dover,19901.0,01/15/2022,Follow-up,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","1171 South Bay Road
Dover, DE 19901
(39.137804019, -75.494850974)"
La Hacienda Mexican Restaurant West Dover,1294 Forrest Avenue,Dover,19904.0,12/06/2023,Routine,2-103.11,Person-In-Charge-Duties,"1294 Forrest Avenue
Dover, DE 19904
(39.157842006, -75.553664023)"
La Hacienda Milford,14-18  South Walnut Street,Milford,19963.0,10/17/2023,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","14-18  South Walnut Street
Milford, DE 19963
(38.912884993, -75.428762015)"
La Matesina Pizzeria & Ristorante,318 Main St PO Box 62,Townsend,19734.0,02/23/2022,Routine,2-102.12,Certified Food Protection Manager,"318 Main St PO Box 62
Townsend, DE 19734
(39.394436017, -75.693357995)"
La Michoacana Fruteria,84 W Church St,Selbyville,19975.0,09/07/2023,Routine,2-102.12,Certified Food Protection Manager,"84 W Church St
Selbyville, DE 19975
(38.456268999, -75.229282023)"
La Morena,757 Pulaski Hwy,Bear,19701.0,05/10/2022,Routine,7-207.11,Restriction and Storage-Medicines,"757 Pulaski Hwy
Bear, DE 19701
(39.643743993, -75.642359981)"
La Ortolana,215 North East Front Street,Milford,19963.0,01/31/2022,Complaint,3-301.11,Preventing Contamination from Hands,"215 North East Front Street
Milford, DE 19963
(38.916015005, -75.424725961)"
La Parrillada Mexican Grill,188 Penn Mart Shopping Center,New Castle,19720.0,03/15/2023,Routine,4-501.114,"Manual and Mechanical Warewashing Equipment, Chemical Sanitization-Temperature, pH, Concentration and Hardness","188 Penn Mart Shopping Center
New Castle, DE 19720
(39.677230995, -75.589993035)"
La Pizzeria Metro,3101 Miller Road,Wilmington,19802.0,03/08/2023,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"3101 Miller Road
Wilmington, DE 19802
(39.766273, -75.537208)"
La Placita,Rt 13 Market,Laurel,19956.0,02/25/2022,Routine,4-204.112,Temperature Measuring Devices-Functionality,"Rt 13 Market
Laurel, DE 19956
(38.555537733, -75.559137554)"
La Tolteca,4147 Concord Pike,Wilmington,19803.0,10/05/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"4147 Concord Pike
Wilmington, DE 19803
(39.812173014, -75.548989016)"
La Tolteca-Greenville,304 Buckley Mill Road,Greenville,19807.0,04/25/2023,Routine,6-301.12,Hand Drying Provision,"304 Buckley Mill Road
Greenville, DE 19807
(39.76019784, -75.602034498)"
La Tonalteca,1237 Churchmans Rd,Newark,19713.0,10/25/2023,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","1237 Churchmans Rd
Newark, DE 19713
(39.69035299, -75.659759974)"
Lady Water Ice,503 West 7th Street,New Castle,19720.0,05/13/2022,Routine,2-102.12,Certified Food Protection Manager,"503 West 7th Street
New Castle, DE 19720
(39.658509008, -75.574246038)"
Lake Forest Central Elementary School,5424 Killens Pond Rd,Felton,19943.0,05/16/2022,Routine,4-501.11,Good Repair and Proper Adjustment-Equipment,"5424 Killens Pond Rd
Felton, DE 19943
(38.990101013, -75.552547972)"
Lake Forest East Elementary School,124 W Front St,Frederica,19946.0,10/20/2022,Routine,6-501.19,Closing Toilet Room Doors,"124 W Front St
Frederica, DE 19946
(39.006742988, -75.473334964)"
Lake Forest High School,5407 Killens Pond Road,Felton,19943.0,05/16/2022,Routine,6-202.15,"Outer Openings, Protected","5407 Killens Pond Road
Felton, DE 19943
(38.987624999, -75.551817992)"
Lake Forest High School Concession Stand,5407 Killens Pond Rd,Felton,19943.0,10/04/2023,Routine,6-202.13,"Insect Control Devices, Design and Installation","5407 Killens Pond Rd
Felton, DE 19943
(38.987624999, -75.551817992)"
Lake Forest North Elementary School,319 E Main St,Felton,19943.0,05/13/2022,Routine,4-204.11,"Ventilation Hood Systems, Drip Prevention","319 E Main St
Felton, DE 19943
(39.007631009, -75.57022197)"
Lake Forest South Elementary School,301 Dorman Street,Harrington,19952.0,05/12/2022,Routine,6-202.14,"Toilet Rooms, Enclosed","301 Dorman Street
Harrington, DE 19952
(38.928654999, -75.581940038)"
Lakeview Caf+� At Cchs,4755 Ogletown-stanton Rd,Newark,19718.0,11/17/2022,Routine,6-301.12,Hand Drying Provision,"4755 Ogletown-stanton Rd
Newark, DE 19718
(39.687767005, -75.668909995)"
Lantern 44,487 Hartly Road,Hartly,19953.0,10/28/2022,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","487 Hartly Road
Hartly, DE 19953
(39.166400013, -75.698919974)"
Latinos Master Food,1415 North Dupont Highway,New Castle,19720.0,05/12/2022,Routine,2-102.12,Certified Food Protection Manager,"1415 North Dupont Highway
New Castle, DE 19720
(39.689984019, -75.582885014)"
Laurel Auction Block,10667 Georgetown Rd,Laurel,19956.0,07/27/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","10667 Georgetown Rd
Laurel, DE 19956
(38.569430014, -75.565485021)"
Laurel Coffee Shop,217 East Market St,Laurel,19956.0,03/01/2022,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"217 East Market St
Laurel, DE 19956
(38.55653299, -75.569589974)"
Laurel Exxon,Rt 13 & Rt 9,Laurel,19956.0,08/25/2022,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","Rt 13 & Rt 9
Laurel, DE 19956
(38.5642, -75.570950022)"
Laurel Pizzeria,417 N Central Ave,Laurel,19956.0,01/26/2022,Routine,7-209.11,Storage-Other Personal Care Items,"417 N Central Ave
Laurel, DE 19956
(38.56225301, -75.570548026)"
Laurel Pizzeria Express,415 West Stein Highway,Seaford,19973.0,08/29/2022,Routine,6-301.11,"Handwashing Cleanser, Availability","415 West Stein Highway
Seaford, DE 19973
(38.645895016, -75.623119993)"
Le Cavalier at the Green Room (Hotel Dupont),42 West 11th St,Wilmington,19801.0,02/02/2022,Routine,2-102.11,Demonstration of Knowledge,"42 West 11th St
Wilmington, DE 19801
(39.746272019, -75.548154011)"
Le Corridor African Restaurant,111 w 8th street,Wilmington,19801.0,08/29/2022,Routine,5-202.12,"Handwashing Sinks, Installation","111 w 8th street
Wilmington, DE 19801
(39.743969007, -75.550219983)"
Le Shio Gourmet,2303 Concord Pike,Wilmington,19803.0,01/19/2023,Routine,2-102.12,Certified Food Protection Manager,"2303 Concord Pike
Wilmington, DE 19803
(39.79216801, -75.545895004)"
Lefty's Alleys & Eats,36450 Plaza Drive,Lewes,19958.0,08/16/2022,Routine,4-501.112,"Mechanical Warewashing Equipment, Hot Water Sanitization Temperatures","36450 Plaza Drive
Lewes, DE 19958
(38.74275499, -75.15336897)"
Legacy Coffee,985 North Dupont Boulevard,Milford,19963.0,09/12/2023,Routine,8-304.11,Responsibilities of the Permit Holder,"985 North Dupont Boulevard
Milford, DE 19963
(38.933087014, -75.433739021)"
Legal Grounds Cafe,1208 Kirkwood Hwy Suite 111,Wilmington,19805.0,04/18/2023,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","1208 Kirkwood Hwy Suite 111
Wilmington, DE 19805
(39.739029007, -75.600565968)"
Leipsic Vfc,318 Main St,Peipsic,19901.0,12/01/2023,Routine,2-402.11,Effectiveness-Hair Restraints,"318 Main St
Peipsic, DE 19901
(39.240807006, -75.513257969)"
Lemire Pastries,1 North Main Street,Smyrna,19977.0,03/17/2022,Routine,2-102.12,Certified Food Protection Manager,"1 North Main Street
Smyrna, DE 19977
(39.30084201, -75.606633963)"
Lemon Tree,416 E Savannah Rd,Lewes,19958.0,12/19/2022,Routine,4-502.13,Single-Service and Single-Use Articles-Use Limitations,"416 E Savannah Rd
Lewes, DE 19958
(38.778523001, -75.13538501)"
Lena's and Ant Bumpy's Eatery,801 North Shipley Street,Wilmington,19801.0,04/27/2022,Complaint,6-501.111,Controlling Pests,"801 North Shipley Street
Wilmington, DE 19801
(39.743805979, -75.54985604)"
